,center_id,center_name,address,zip_code
4392,45270,성심 숲 유치원,서울특별시 용산구 서울 용산구 보광로24길 9-4,04414
4393,47590,율하서희스타어린이집,경상남도 김해시 관동로27번길 95,51005
4394,48374,꼬마천사어린이집,인천광역시 연수구 신송로118번길 6,21994
4395,49579,미소담어린이집,대구광역시 북구 매전로4길 10-20,41487
4396,51170,솔대어린이집,경기도 수원시 장안구 수일로117번길 18-2,16297
4397,52948,방글방글어린이집,경기도 화성시 동탄순환대로20길13 2142동101호,18484
4398,54539,선재어린이집,경상북도 경주시 현진앞 3길 46,38069
4399,56828,키즈아트미술,경상남도 진주시 초전남로 15-1 1층,52737
4400,62693,Hillside Collegiate,경상남도 진주시 강남로 95번길 3,52727
4401,63820,서초SLP,서울특별시 서초구 고무래로 6-10,06593
4402,66417,아름솔어린이집,경기도 파주시 혜음로 1060,10948
4403,69521,크니크니어린이집,경상남도 창원시 진해구 신항동로 143,51611
4404,70262,이수연,경기도 안산시 단원구 원선1로 61 경남아너스빌 108동 101호,15383
4405,71775,선일초등학교병설유치원,경기도 안산시 단원구 선이로3길 40,15224
4406,72781,Little Lamb Academy,전라북도 남원시 정문길 9,55775
4407,75300,꽃길어린이집,서울특별시 강북구 인수봉로 52가길 42,01088
4408,75542,스위티어린이집,경상북도 포항시 북구 학전로 53,37713
4409,75741,대동몬테소리어린이집,경상남도 창원시 성산구 대정로 142,51464
4410,76349,신화합기도,세종특별자치시 세종특별자치시 해밀3로43 507호,30092
4411,79574,꿈꾸는아이들유치원,경기도 수원시 영통구 영일로 26,16705
4412,81828,그린키즈어린이집,경상남도 양산시 물금읍 범어로 77 103동 104호(우미린아파트),50607
4413,83376,맥스아이스포츠,경기도 파주시 청암로 75 상상메디컬프라자 9층,10865
4414,85010,블루밍아트미술학원,"대구광역시 수성구 들안로 28길 24-8,1층",42148
4415,87650,시립중산자이어린이집,경상북도 경산시 펜타힐즈1로 130 중산자이1단지,38663
4416,22368,옹달샘어린이집,경기도 안성시 공도읍 공도5로40,17560
4417,30101,리슈빌아이미소어린이집,충청남도 천안시 서북구 한들3로 107,31091
4418,30565,맑고고운어린이집,경상북도 포항시 남구 양학천로118번길 21,37779
4419,31571,아이뜰어린이집,경상남도 창원시 성산구 창원천로 292 107동106호,51423
4420,32000,기린어린이집,강원도 동해시 청운로 84,25807
4421,36188,미리별어린이집,경상남도 김해시 진영읍 장등로 94,50858
4422,37315,대림행복한어린이집,서울특별시 성북구 길음로 118,02723
4423,43601,에밀어린이집,경상북도 구미시 옥계2공단로 264-36,39421
4424,44143,한나어린이집,부산광역시 부산진구 가야대로755번길 70,47255
4425,46054,별초롱 어린이집,서울특별시 성동구 성수동1가 성덕정길 25-96,04774
4426,46120,아이생각어린이집,경기도 수원시 팔달구 고화로62번길 9-17,16446
4427,51478,푸르지오리틀어린이집,"경기도 김포시 유현로 215, 201동 102호",10113
4428,57998,은성유치원,부산광역시 동래구 온천동 1449-9 번지,47827
4429,66924,예닮뜰어린이집,서울특별시 강북구 오현로 207 번동 주공아파트 404동 108호,01145
4430,68008,라온어린이집,전라북도 부안군 쟁갈길19,56316
4431,79266,천성어린이집,충청북도 청주시 청원구 내수읍 내수로 385,28152
4432,81044,밀양원광유치원,경상남도 밀양시 소전1길 12,50437
4433,82834,몽구네,대구광역시 중구 중앙대로58길 49,41963
4434,86137,감성미술 알록달록 힐스테이트 금정점,경기도 군포시 엘에스로143 104동 3603호,15809
4435,3717,심곡어린이집,경기도 부천시 소사구 성주로 178-1(심곡본1동 613-1),14748
4436,11738,무궁화어린이집,서울특별시 종로구 자하문로 28길 8,03047
4437,25250,아띠다솜어린이집,경기도 포천시 소흘읍 태봉로 227,11173
4438,27890,햇님어린이집,서울특별시 은평구 증산로7길 11-4  1층,03499
4439,31493,예은어린이집,서울특별시 강서구 방화대로49길 52,07512
4440,32078,동화나라어린이집,부산광역시 동구 범내로 22-1,48719
4441,32663,꼬마천사어린이집,경기도 오산시 오산로160번길 14,18143
4442,33470,국공립조도어린이집,전라남도 진도군 조도면 창유1길 58-26,58956
4443,35525,아이나라어린이집,경기도 안산시 상록구 충장로1길 47,15573
4444,36929,강의하는아이들,경기도 고양시 일산서구 일산동 1085-1,10375
4445,38442,월드꼬마숲어린이집,경기도 김포시 전원로 27,10077
4446,42045,울산최병문미술학원(남구),울산광역시 남구 삼산로57,44676
4447,43480,무지개어린이집,경기도 안성시 도기5길 7-7,17583
4448,46077,꿈과별을따는어린이집,충청남도 아산시 모종로 21,31525
4449,47524,충청북도교육청아이사랑어린이집,충청북도 청주시 서원구 청남로 1929,28635
4450,48530,정든어린이집,"경기도 성남시 분당구 불정로 195, 610동102호 (정든마을 우성6단지아파트)",13603
4451,50429,주주어린이집,경기도 의왕시 내손순환로 7,16024
4452,52141,금강아이뜰어린이집,"부산광역시 강서구 명지 국제5로110, 312동 101호(금강 3차)",46773
4453,54617,사랑가득어린이집,인천광역시 남동구 방축로 501 10동102호 (간석동 우성@),21503
4454,57600,기탄사고력*요리수연산(율하푸르지오교실),경상남도 김해시 율상마을푸르지오 3단지,51019
4455,58505,베스아이 유치원,경기도 용인시 수지구 고기로 139번길 26,16824
4456,59125,Little Artist,부산광역시 사하구 다대낙조2길100 102동705호,49497
4457,62229,리틀아기천사어린이집,경기도 양주시 평화로 1475번길 161-14 관리동,11441
4458,65797,동해유치원,울산광역시 북구 오치골4길 9,44260
4459,67002,희망하나어린이집,경기도 의정부시 의정부시 가능로 152번길 20,11690
4460,67267,화남어린이집,대구광역시 달성군 화원읍 비슬로512길 44,42962
4461,74216,알파플러스 아카데미,서울특별시 마포구 토정로31길 55-10 예원빌딩 501호,04152
4462,77597,서희초록어린이집,광주광역시 광산구 용아로436-20,62233
4463,82791,온아트미술,경기도 화성시 경기도 화성시 병점1로 66-12 하이코아 203호,18417
4464,83177,아침햇살어린이집,제주특별자치도 제주시 우정로5길21,63070
4465,86523,어린이집,제주특별자치도 서귀포시 서호중앙로 63,63568
4466,86679,푸른어린이집,서울특별시 강서구 화곡로63가길 92 (등촌동),07577
4467,87143,주주개린이집 작쥬반,인천광역시 서구 봉오재3로 113 5층,22731
4468,87264,버클리어린이집,광주광역시 광산구 왕버들로113-23,62245
4469,89584,어린이집,경기도 시흥시 경기도 시흥시 정왕천로411번길51궁전유치원,15052
4470,9804,베베아일랜드어린이집,경기도 안산시 상록구 사2동,15632
4471,29980,작은숲키큰나무어린이집,울산광역시 북구 아진로 75,44207
4472,31415,시립봉현어린이집,경상북도 영주시 봉현면 소백로1701번길 142,36045
4473,31879,아랑어린이집,경기도 고양시 덕양구 화중로 222 달빛마을 206동105호,10473
4474,33669,베이비키즈어린이집,경기도 평택시 안중읍 현화리 856-10,17940
4475,33747,꿈나무어린이집,울산광역시 북구 달래골길 55,44200
4476,33891,아이조아어린이집,인천광역시 남동구 포구로 98,21662
4477,41889,어울림어린이집,전라북도 군산시 서수송 2길 23 (수송금호어울림아파트 관리동),54137
4478,42010,동산어린이집,충청북도 충주시 하방3길 15-9,27476
4479,43137,큰나라어린이집,광주광역시 광산구  수등로76번길 40,62322
4480,44264,시립 용화어린이집,충청남도 아산시 용화동 925번지,31568
4481,48916,크리스천 바이블 아카데미,인천광역시 남동구 백범로 214번길 6-8,21520
4482,50043,상화유치원,대구광역시 달서구 상인서로 76,42807
4483,53954,이레어린이집,서울특별시 중랑구 용마산로94길 9-20,02189
4484,58041,푸른어린이집,충청남도 서산시 고운로 275-14,31978
4485,60053,임마누엘어린이집,충청남도 예산군 예산읍 신례원로95번길 21,32421
4486,61687,정관피올라유치원,부산광역시 기장군 정관읍 가동2길5,46013
4487,61765,서초구립 포레스타7단지어린이집,서울특별시 서초구 청계산로11길 7-12,06802
4488,65875,사회복지법인 동부어린이집,대구광역시 동구 신암북로 81-3,41192
4489,66074,237나라어린이집,대구광역시 달서구 한실로 135,42837
4490,66803,힐스종달새어린이집,경기도 김포시 상미1로 7 209동 101호 (힐스테이트 리버시티 2단지),10121
4491,69178,Cheongna_HD,인천광역시 서구 청라루비로93 8층,22760
4492,72317,쥬키즈축구교실,경기도 시흥시 은계번영길 7 단디프라자 504호,14922
4493,73830,휴먼시아 숲속어린이집,전라북도 전주시 완산구 호암로 2  휴먼시아 1단지 관리동,55063
4494,75078,빛고을유치원,광주광역시 서구 하남대로 680번길27,61903
4495,78404,아기미소어린이집,강원도 춘천시 춘천시 동내면 거두택지길 80 관리동 호반베르디움에코,24399
4496,79188,구립 효지어린이집,서울특별시 광진구 아차산로36길 55 (자양동),05067
4497,87564,글로벌리더스 초등부,경기도 파주시 반구정로2번길 35-14 4층,10817
4498,5066,시립능동어린이집,경기도 화성시 동탄원천로 315-17,18432
4499,10424,하늘샘 어린이집,대구광역시 달성군 다사읍 서재로24길6,42927
4500,28190,이안 딸기어린이집,경상남도 김해시 해반천로 278번길 12-27  106동101호,50830
4501,33205,미소어린이집,충청남도 서산시 예천1로 23 관리동,31998
4502,34332,유치원,울산광역시 남구 도산로77번지 13-14,44725
4503,35018,민족사관어린이집,광주광역시 광산구 수완로49번길 22,62306
4504,40540,토끼별미술,울산광역시 울주군 언양읍 방천9길 32 1층,44945
4505,41624,비쥬어린이집,경기도 양주시 옥정서로 옥정푸르지오 908동102호,11472
4506,45999,그랜드힐어린이집,경기도 남양주시 화도읍 경춘로 2102-16,12181
4507,46276,강동한별어린이집,서울특별시 강동구 천중로53길19,05304
4508,46518,아너스빌어린이집,부산광역시 해운대구 해운대로 732,48101
4509,49037,소풍 어린이집,경상북도 경산시 진량읍 봉황길 21-1,38450
4510,51977,장수어린이집,대전광역시 동구 동부로10번길 55  삼정그린코아  103동102호,34675
4511,52484,신안아이슐레어린이집,경기도 화성시 봉담읍 삼천병마로 1256-20,18315
4512,53147,다니엘어린이집,전라북도 남원시 동문로 10,55772
4513,53190,효성어린이집,충청남도 아산시 배방읍 모산로 67,31480
4514,57799,붕붕이 어린이집,경기도 시흥시 장현순환로20 포레미엘 2204동 104호,14996
4515,61301,자작나무숲어린이집,울산광역시 동구 봉수로 250,44046
4516,62615,인천꿈나무어린이집,부산광역시 해운대구 재반로12번길 16,48057
4517,64284,송이송이어린이집,"전라북도 전주시 완산구 백제대로 13,105동107호",55092
4518,64990,은성art어린이집,인천광역시 부평구 부흥로111번길 62-9,21376
4519,69014,도솔어린이집,충청남도 천안시 서북구 두정역동1길 8,31111
4520,72438,휴포레어린이집,"부산광역시 부산진구 동평로173(부암동, 혐성휴포레시티즌파크)",47141
4521,81001,방학1동행복한천사어린이집,"서울특별시 도봉구 도당로 116, 거성학마을아파트 101동 102호",01339
4522,81629,안성,부산광역시 동래구 명안로77번길 35 안성자연유치원,47772
4523,82027,가람유치원,경상남도 창원시 의창구 반계로 68번길 7,51379
4524,82249,개나리어린이집,대구광역시 수성구 무학로37안길 20-5 (지산동),42184
4525,82514,산들유치원,인천광역시 계양구 역골로119번길17,21015
4526,87872,새슬기어린이집,"경기도 수원시 영통구 영통로 498 관리동 (영통동, 황골마을주공1단지아파트)",16708
4527,88613,찐샘의 교과 완성 공부방,경기도 김포시 고촌읍 태리로 236 고촌읍 캐슬앤파밀리에1단지,10131
4528,4489,시립동화2단지어린이집,경기도 화성시 봉담읍 동화새터길89,18301
4529,29040,레이첼어린이집,서울특별시 서대문구 연희동 520-82,03700
4530,30167,매탄이솝어린이집,경기도 수원시 영통구 동수원로 316,16546
4531,34090,진안제일어린이집,전라북도 진안군 진안읍 진장로 31-5,55431
4532,37779,그린엔젤어린이집,경상남도 창원시 성산구 대암로 256,51468
4533,52020,즐거운어린이집,전라남도 광양시 광장로 70,57792
4534,55401,[사단법인해솔]수원시발달장애인주간활동서비스제공기관,경기도 수원시 영통구 영통로509-1 5층,16706
4535,62428,시립꿈이서내어린이집,경기도 용인시 기흥구 서천로128번길 12,17107
4536,67973,우남아이사랑어린이집,경기도 용인시 처인구 금학로91 우남퍼스트빌 107동103호,17017
4537,68437,문기초등학교병설유치원,경기도 안성시 서동대로 4424,17558
4538,70691,새봄어린이집,경기도 이천시 경충대로2050번길 15-44,17332
4539,79652,시립늘신남어린이집,경기도 화성시 경기도 화성시 남양읍 화성시청역로 7,18269
4540,80272,학원,세종특별자치시 세종특별자치시 가온마을4단지 414동,30124
4541,81508,온누리주야간보호센터,충청남도 당진시 당진시 송산로 235,31716
4542,81750,크리아트중문,제주특별자치도 서귀포시 일주서로731번길10 중문이편한세상 104동102호,63545
4543,82713,금강나래어린이집,경기도 시흥시 거북섬남로90 금강펜테리움오션베이 106동102호,15119
4544,84503,숙명애플음악미술학원,경기도 광주시 양벌로195-8,12793
4545,6115,재크와콩나무어린이집(팔달구),경기도 수원시 팔달구 동말로 106번길 34,16448
4546,7827,린 여성병원직장어린이집,서울특별시 동대문구 장안동 384 -6  2층,02624
4547,29438,에코키즈어린이집,인천광역시 계양구 봉오대로477번길 20,21100
4548,30288,예담어린이집,경상남도 김해시 활천로202번길 26,50839
4549,32277,예크어린이집,경기도 광명시  도덕로 78,14278
4550,34554,산남MIN어린이집,충청북도 청주시 서원구 수곡로99번길 8,28685
4551,34940,으뜸어린이집,세종특별자치시 세종특별자치시 마음로 151,30063
4552,40419,리라어린이집,서울특별시 강서구 초록마을로18길 36,07723
4553,40883,꿈틀아이어린이집,경기도 파주시 한빛로 70 캐슬앤칸타빌 516동 101호,10908
4554,41004,어린이집,충청남도 천안시 서북구 쌍용11길 58,31166
4555,48651,리라숲어린이집,경기도 안산시 단원구 단원구 초지로 126,15445
4556,50121,딴딴홈스쿨,경상북도 포항시 북구 초곡지구로 102,37560
4557,60131,꿈이있는아이어린이집,대전광역시 서구 문정로90번길 60,35263
4558,62736,상주북부어린이집,경상북도 상주시 공검면 비재로 1087,37131
4559,68792,해와달어린이집,경상남도 양산시 동면 금오16길 100,50649
4560,68979,구립 극동미라주어린이집,서울특별시 성동구 난계로 73,04721
4561,69256,Gimpo Ecc 2024,경기도 김포시 사우중로87,10097
4562,70305,동암초등학교병설유치원,충청남도 서산시 음암면 동암마을길 14-3,31941
4563,74680,유레카k,경기도 고양시 일산동구 태극로11,10394
4564,75620,아이숲어린이집,부산광역시 부산진구 가야대로679번길 166,47272
4565,78525,구립수유1동어린이집,서울특별시 강북구 인수봉로38가길 28 (수유동),01100
4566,79067,에덴 영아전담 어린이집,경상북도 상주시 경북 상주시 경상대로 2729-12,37204
4567,88812,21세기미래학원(중등관),경기도 용인시 처인구 경기 용인시 처인구 포곡읍 포곡로 125 3층,17027
4568,2734,작은숲키큰나무어린이집,경기도 파주시 동산3길 36,10927
4569,11551,오포아이맘어린이집,경기도 광주시 오포읍,12773
4570,48331,호반샛별어린이집,인천광역시 서구 봉오재3로75 106동 101호 (가정동 루원호반베르디움),22858
4571,48838,그레이스음악학원,서울특별시 영등포구 도림로 291 성원빌딩 3층,07404
4572,52640,이레어린이집,"경기도 동두천시 행선로 20번길 43 102동 104호(지행동, 동양엔파트)",11364
4573,53026,대성어린이집,충청북도 청주시 흥덕구 사운로321번길 20,28457
4574,56064,ALTIORA,경상북도 포항시 북구 이동로 66-4,37693
4575,57842,유진타워건설,경기도 시흥시 경기도 시흥시 정왕동 1377-13,15108
4576,58427,둥근마음 어린이집,대전광역시 서구 관저북로 87,35358
4577,60252,송라초등학교병설유치원,경기도 화성시 매송면 푸른들판로 1970-16,18286
4578,60638,이화어린이집,경상남도 양산시 삼호로166,50527
4579,61644,한빛어린이집,경기도 오산시 운암로 63,18133
4580,64549,새롬키즈어린이집,경기도 안성시 석정1길7,17578
4581,65411,산내들유치원,경기도 의정부시 용현로159번길18,11805
4582,69564,달하나어린이집,충청남도 천안시 동남구 광교로15,31192
4583,73167,다흰어린이집,경기도 용인시 기흥구 중부대로746번길20 102동101호,17077
4584,76205,플래뮤송도교육원,인천광역시 연수구 신송로 166 플러스원프라자 301호,22001
4585,76271,태평양어린이집,전라북도 전주시 덕진구 모래내8길 23,54926
4586,76470,쇼뇨몬테소리 민락센터,"경기도 의정부시 민락로 195,2층 220호",11813
4587,77398,파파덕,서울특별시 마포구 양화로176 7층,04051
4588,82413,예은어린이집,"대전광역시 서구 청사로 5 107동 105호 (월평동, 하나로아파트)",35210
4589,88114,토토빌어린이집,"경기도 고양시 덕양구 도래울로 85 212동101호(도내동,엘에이치원흥도래울마을2단지)",10551
4590,6037,자연아트어린이집,경기도 파주시 조리읍 능안로 348,10935
4591,27383,근로복지공단동해어린이집,강원도 동해시 샘실3길 21,25766
4592,29403,호반꿈이있는어린이집,대전광역시 유성구  도안동로 523,34189
4593,31614,현대예지어린이집,경기도 용인시 수지구 죽전로 87,16899
4594,40817,작은천사어린이집,서울특별시 송파구 오금로61길 20,05768
4595,41967,한솔유치원,광주광역시 북구 양산택지로79번길 24-2 한솔유치원(본촌동),61021
4596,42938,놀작모두공작소,충청남도 천안시 동남구 한양수자인블루시티,31211
4597,44186,작은별재능어린이집,인천광역시 동구 송현로 50,22547
4598,46319,군자어린이집,서울특별시 광진구  동일로56가길 31,04999
4599,47247,라온어린이집,부산광역시 해운대구 좌동순환로217번길 19,48076
4600,51591,해누리유치원,경상북도 구미시 경상북도 구미시 봉곡서로7길 45,39204
4601,59897,강남구립보람어린이집,서울특별시 강남구 남부순환로 397길 19,06280
4602,62030,신도단비어린이집,경기도 남양주시 화도읍 비룡로 321,12035
4603,62494,베니어린이집,울산광역시 중구 남외로 88,44495
4604,63157,아이또래어린이집,대전광역시 중구 대전천서로 117,35038
4605,67201,화산지역아동센터,전라북도 완주군 화산로 864-1,55304
4606,67466,초전어린이집,경상북도 성주군 초전면 대장1길31,40013
4607,67544,컴피,부산광역시 강서구 명지국제1로 56-1 플러스타워 12층,46726
4608,68129,개나리유치원,대구광역시 수성구 무학로37안길20-5(지산동),42184
4609,69057,키움어린이집,광주광역시 광산구 장덕로6번길 59,62223
4610,69599,꿈사랑어린이집,전라북도 군산시 축동로 6,54101
4611,72040,이룸미술,인천광역시 연수구 아카데미로 446 힐스테이트레이크 2차,22022
4612,77090,강아지정류장,서울특별시 강서구 염창동250-8 2층,07540
4613,83099,선율음악학원,경기도 성남시 수정구 수정로273 3층,13259
4614,84347,마마몽떼화정행신센터,경기도 고양시 덕양구 화신로263,10503
4615,88691,아이리스미술학원,"경기도 화성시 동탄신리천로1길73, 502호",18489
4616,21990,구립위례새솔어린이집,서울특별시 송파구 위례순환로413,05853
4617,28576,안산삼성어린이집,경기도 안산시 단원구 원곡1로 55,15375
4618,33084,한빛어린이집,부산광역시 남구 장고개로 85번가길 16,48477
4619,35303,해맑은영아어린이집,경기도 고양시 일산서구 킨텍스로 284,10384
4620,39912,예솜어린이집,전라남도 여수시 봉계대곡길 50,59632
4621,49423,아라숲어린이집,경상남도 창원시 의창구 감계로 233  감계힐스테이트 4차 복리동,51112
4622,52098,해바라기유치원,대전광역시 중구 중촌동 현대아파트,34812
4623,57191,우산어린이집,강원도 원주시 우산공단길 155-7,26335
4624,57877,신연산어린이집,부산광역시 연제구 쌍미천로16번길 18,47594
4625,57920,국공립 성전어린이집,전라남도 강진군 성전면 예향로 11-14,59203
4626,60174,삼성서울병원 어린이집,서울특별시 강남구 광평로31길 66,06353
4627,62814,아이웰어린이집,인천광역시 연수구 청량로194번길 8 (옥련동),21953
4628,68593,멜리오어린이집,충청북도 충주시 신촌11길 7,27415
4629,69400,별채운어린이집,세종특별자치시 세종특별자치시 새롬남로 18 관리동,30126
4630,71112,아가다몬테소리어린이집,경상북도 경산시 청운2로11길 28,38515
4631,72239,봉강초등학교병설유치원,전라남도 광양시 조양길42,57701
4632,73288,허브리츠,서울특별시 동대문구 정릉천동로 36 관리동 1층,02567
4633,74029,이촌어린이집,서울특별시 용산구 이촌로14길 11-22,04374
4634,75343,꿈동산어린이집,충청남도 홍성군 홍성읍 월계2길 17-10,32226
4635,79730,2023라이즈어학원성동캠퍼스,"서울특별시 성동구 한림말길18, 1층",04736
4636,80315,사랑하는노인전문요양원,충청남도 천안시 동남구 개목2길1,31140
4637,80615,영재들의 미술상자 (반도9차),경기도 화성시 동탄대로4길95,18504
4638,86016,기탄시흥센트럴푸르지오점,경기도 시흥시 수인로3312번길 16 103동,14911
4639,89120,아트앤하트,"경기도 파주시 청암로 50,702동 602호",10871
4640,800,예본어린이집(은평구),서울특별시 은평구 연서로5길 40,03419
4641,28354,다온어린이집,전라북도 전주시 완산구 평화로100,55125
4642,29095,영주어린이집,인천광역시 서구 가정로126번길 30-6,22834
4643,29781,스머프어린이집,강원도 동해시 청운로 78,25807
4644,31294,아이들이 행복한 어린이집,경기도 화성시 동탄대로시범길 20  1428동 104호,18477
4645,32464,피터팬어린이집,인천광역시 계양구 계산새로 109,21064
4646,39791,맑은샘어린이집,경기도 군포시 송부로 222-2,15882
4647,49302,제비원어린이집,경상북도 안동시 미두리길 95-7,36625
4648,49501,죽림2단지어린이집,전라남도 여수시 죽림로 38,59655
4649,53689,테크노파크3차어린이집,경기도 부천시 오정구 석천로 397,14449
4650,58727,군포시립송정마을어린이집,경기도 군포시 송부로96번길29,15885
4651,59090,2020년도 새누리유치원,대전광역시 유성구 노은로 410번길 103-16,34094
4652,62108,꿈의 프리스쿨어린이집,충청남도 공주시 백제문화로 2148-5,32543
4653,63477,사랑유치원,"서울특별시 동대문구 제기로 131 (청량리동, 한신아파트 단지내)",02463
4654,67388,창의글로벌어린이집,부산광역시 북구 효열로 276,46510
4655,67852,행복한동화어린이집,"경상남도 거제시 상동1길 15-9, 304동 105호 (덕산베스트타운3차)",53296
4656,69443,미예뜰어린이집1,경기도 수원시 권선구 경기도 수원시 권선구 서둔로217번길 28-5(탑동),16607
4657,70449,새롬키즈어린이집,경기도 안성시 계동1길 12,17595
4658,73366,송보키즈어린이집,전라남도 광양시 와룡길 33,57747
4659,75101,금풍어린이집,충청남도 논산시 관촉로 231,32974
4660,75807,다온나빛어린이집,인천광역시 남동구 포구로 64-22,21670
4661,76813,드로잉그로잉,경기도 남양주시 도농로34,12251
4662,81165,국공립 시온어린이집,충청북도 청주시 흥덕구 가로수로1380번길 30-2,28596
4663,81742,궁전유치원,경기도 시흥시 정왕천로411번길 51(정왕동),15052
4664,88734,그림같은날,부산광역시 부산진구 백양산로53번길 12 당감트리플타워 C동 802호,47148
4665,6501,베리웰어린이집,충청남도 천안시 서북구 번영로278-12  벽산블루밍아파트 105동102호,31095
4666,29824,가베동아어린이집,인천광역시 부평구 갈월동로 42 동아아파트 1동101호,21336
4667,32741,뿌리유치원,경기도 오산시 양산로 348번길 23,18101
4668,38364,가디언어린이집,부산광역시 강서구 신호산단4로 27 220동 101호,46760
4669,39955,해피통통어린이집,경상남도 사천시 조동길 49-43,52533
4670,40033,전원어린이집,인천광역시 계양구 봉오대로735번길 1-12,21085
4671,46241,푸른숲유치원,경기도 남양주시 청학로 114번길 28,12085
4672,46939,능곡퍼니빌어린이집,경기도 시흥시 승지로 88,14994
4673,51712,이담어린이집,울산광역시 남구 신복로31번길 12-1,44608
4674,53225,향기나무어린이집(화성),경기도 화성시 동탄순환대로20길 70,18484
4675,57534,사회복지법인 비봉어린이집,전라남도 고흥군 도양읍 천마로 331,59553
4676,64163,새싹어린이집,전라남도 광양시 대림오성로 11,57760
4677,65754,시립보름어린이집,경기도 김포시 고촌읍 수기로 136,10130
4678,69478,꼬마샘유치원,충청북도 진천군 덕산읍 구산3길 65-22,27855
4679,71190,한국학원,경상북도 칠곡군 북삼읍인평중앙로42-4,39808
4680,72161,시립 꿈이든 어린이집,경기도 하남시 하남유니온로10,12948
4681,74614,구립희아어린이집,서울특별시 관악구 관악로30길 27,08734
4682,76891,한비숲어린이집,경기도 광명시 디지털로 24,14241
4683,79531,남천원더랜드,부산광역시 수영구 광남로 60 광명빌딩 4층,48304
4684,84690,달토끼도예미술교습소,울산광역시 남구 신복로72번길 26 1층,44600
4685,4789,삼척별나라어린이집,강원도 삼척시 봉황로 91-15,25922
4686,18301,우리아이첫놀이터두리어린이집,충청남도 논산시 논산대로269-19 (강산동 청솔아파트) 102동108호,32981
4687,33505,이레어린이집,서울특별시 강서구 금낭화로11길 48,07609
4688,34632,작은동화어린이집,"경기도 의정부시 범골로29번길 34 (호원동, 신도6차 603동 103호 )",11634
4689,39448,노벨아트,강원도 원주시 봉화로231 한라비발디2차 202동 1203호,26405
4690,39990,릴리안어린이집,울산광역시 울주군 온양읍연안3길24,44979
4691,40497,흥덕제일어린이집,경기도 용인시 기흥구 흥덕2로65번길 1-6,16954
4692,43757,지혜숲어린이집,충청남도 천안시 동남구  용곡2길 43-11,31185
4693,44065,썸머힐 어린이집1,경기도 시흥시 경기도 시흥시 도일로 112번길 5-2(거모동 1772-13번지 대림하이빌라1동401호,15069
4694,44342,서초구립 느티나무어린이집,서울특별시 서초구 사임당로 19길 126,06638
4695,46198,파랑새어린이집,경기도 안양시 동안구 달안로 110,14052
4696,46818,꿈을키우는어린이집,경기도 동두천시 장고갯로 23  브라운스톤 1층,11357
4697,51014,브릴리언트 어학원,경기도 하남시 미사강변대로 64 제일아이조움 6층,12919
4698,52418,사랑숲어린이집,부산광역시 북구 덕천로326번길 1,46613
4699,52726,열방으로어린이집,전라북도 전주시 완산구 삼천천변2길 51,55086
4700,56251,꿈마을어린이집,경기도 안양시 동안구 귀인로 258  106동 107호,14102
4701,56528,Benjamin English Club,경기도 화성시 동탄중심상가1길 40 601호,18455
4702,58661,별하어린이집,강원도 동해시 동해시청운1길29,25807
4703,59975,그린키즈어린이집,"대전광역시 중구 서문로 32, (문화동 한밭우성@)",35018
4704,60439,그린나래어린이집,충청남도 천안시 서북구 성거읍 신월길20,31050
4705,62151,어린이집,전라남도 여수시 율촌면 동산개길 42,59602
4706,62350,신나는어린이집,서울특별시 노원구 월계로 372,01905
4707,63500,어린이집,경기도 수원시 장안구 영화로50번길 31,16271
4708,64748,노틀담교사실,부산광역시 서구 임시수도 기념로 61-32,49236
4709,70028,세종다정어린이집,세종특별자치시 세종특별자치시 다정남로57,30124
4710,71732,어린이집,인천광역시 서구 고산후로 398,22622
4711,73908,동그라미어린이집,울산광역시 동구 남목9길 50,44008
4712,74337,누리숲어린이집,대전광역시 대덕구 한밭대로1033번길 15,34379
4713,74957,부천부안초등학교 병설유치원,경기도 부천시 경인로 484번길 75,14687
4714,76548,KBS어린이집,서울특별시 영등포구 여의공원로 13,07235
4715,77012,시립삼미어린이집,경기도 오산시 내삼미로 109,18113
4716,77862,지웰꽃밭어린이집,충청북도 청주시 흥덕구 송화로 229 102동 103호 (테크노폴리스지웰푸르지오아파트),28291
4717,81442,국민방문요양센터,서울특별시 서초구 서초구 서초대로73길 40,06612
4718,82327,하청초등학교병설유치원,경상남도 거제시 하청면 하청로22,53204
4719,19977,버드내,부산광역시 해운대구 우동2로 40-5,48086
4720,24286,허브아이어린이집,대구광역시 달성군 옥포면,42973
4721,30915,설성어린이집,충청북도 음성군  음성읍 용광로48번길 11,27690
4722,40461,숲속아침 어린이집,충청북도 옥천군  옥천읍 가화3길 10-8,29034
4723,41046,파인슐레어학원월성캠퍼스,대구광역시 달서구 조암남로 170  3층,42761
4724,42052,국공립진사어린이집,경기도 안성시 공도읍 진사2길 60,17563
4725,44692,큰별친구어린이집,경상남도 김해시 율하2로 55,51019
4726,49079,광주전남혁신3단지부영사랑으로어린이집,전라남도 나주시 빛가람로 800,58324
4727,55100,올망이네,서울특별시 강동구 아리수로 50길 50 고덕래미안힐스테이트,05229
4728,59596,꼬마별어린이집,부산광역시 동래구 충렬대로86번길 112,47827
4729,61386,리더스클럽어린이집,경상북도 영덕군 영덕읍 강변길 318,36427
4730,64989,청은유치원,서울특별시 영등포구 선유서로 76,07279
4731,66237,둥지어린이집,울산광역시 동구 봉수로 450,44027
